year,month,yearmonth,decimal_date,days,type,ppm
1971,10,1971-10-01,1971.7920000000001,,interpolated,323.57
1971,10,1971-10-01,1971.7920000000001,,trend,326.58
1971,11,1971-11-01,1971.875,,average,324.8
1971,11,1971-11-01,1971.875,,interpolated,324.8
1971,11,1971-11-01,1971.875,,trend,326.82
1971,12,1971-12-01,1971.9579999999999,,average,326.01
1971,12,1971-12-01,1971.9579999999999,,interpolated,326.01
1971,12,1971-12-01,1971.9579999999999,,trend,327.02
1972,1,1972-01-01,1972.0420000000001,,average,326.77
1972,1,1972-01-01,1972.0420000000001,,interpolated,326.77
1972,1,1972-01-01,1972.0420000000001,,trend,326.85
1972,2,1972-02-01,1972.125,,average,327.63
1972,2,1972-02-01,1972.125,,interpolated,327.63
1972,2,1972-02-01,1972.125,,trend,327.04
1972,3,1972-03-01,1972.2079999999999,,average,327.75
1972,3,1972-03-01,1972.2079999999999,,interpolated,327.75
1972,3,1972-03-01,1972.2079999999999,,trend,326.53
1972,4,1972-04-01,1972.2920000000001,,average,329.72
1972,4,1972-04-01,1972.2920000000001,,interpolated,329.72
1972,4,1972-04-01,1972.2920000000001,,trend,327.42
1972,5,1972-05-01,1972.375,,average,330.07
1972,5,1972-05-01,1972.375,,interpolated,330.07
1972,5,1972-05-01,1972.375,,trend,327.23
1972,6,1972-06-01,1972.4579999999999,,average,329.09
1972,6,1972-06-01,1972.4579999999999,,interpolated,329.09
1972,6,1972-06-01,1972.4579999999999,,trend,326.92
1972,7,1972-07-01,1972.5420000000001,,average,328.05
1972,7,1972-07-01,1972.5420000000001,,interpolated,328.05
1972,7,1972-07-01,1972.5420000000001,,trend,327.2
1972,8,1972-08-01,1972.625,,average,326.32
1972,8,1972-08-01,1972.625,,interpolated,326.32
1972,8,1972-08-01,1972.625,,trend,327.37
1972,9,1972-09-01,1972.7079999999999,,average,324.93
1972,9,1972-09-01,1972.7079999999999,,interpolated,324.93
1972,9,1972-09-01,1972.7079999999999,,trend,327.76
1972,10,1972-10-01,1972.7920000000001,,average,325.06
1972,10,1972-10-01,1972.7920000000001,,interpolated,325.06
1972,10,1972-10-01,1972.7920000000001,,trend,328.06
1972,11,1972-11-01,1972.875,,average,326.5
1972,11,1972-11-01,1972.875,,interpolated,326.5
1972,11,1972-11-01,1972.875,,trend,328.5
1972,12,1972-12-01,1972.9579999999999,,average,327.55
1972,12,1972-12-01,1972.9579999999999,,interpolated,327.55
1972,12,1972-12-01,1972.9579999999999,,trend,328.56
1973,1,1973-01-01,1973.0420000000001,,average,328.54
1973,1,1973-01-01,1973.0420000000001,,interpolated,328.54
1973,1,1973-01-01,1973.0420000000001,,trend,328.58
1973,2,1973-02-01,1973.125,,average,329.56
1973,2,1973-02-01,1973.125,,interpolated,329.56
1973,2,1973-02-01,1973.125,,trend,328.86
1973,3,1973-03-01,1973.2079999999999,,average,330.3
1973,3,1973-03-01,1973.2079999999999,,interpolated,330.3
1973,3,1973-03-01,1973.2079999999999,,trend,328.99
1973,4,1973-04-01,1973.2920000000001,,average,331.5
1973,4,1973-04-01,1973.2920000000001,,interpolated,331.5
1973,4,1973-04-01,1973.2920000000001,,trend,329.14
1973,5,1973-05-01,1973.375,,average,332.48
1973,5,1973-05-01,1973.375,,interpolated,332.48
1973,5,1973-05-01,1973.375,,trend,329.62
1973,6,1973-06-01,1973.4579999999999,,average,332.07
1973,6,1973-06-01,1973.4579999999999,,interpolated,332.07
1973,6,1973-06-01,1973.4579999999999,,trend,329.94
1973,7,1973-07-01,1973.5420000000001,,average,330.87
1973,7,1973-07-01,1973.5420000000001,,interpolated,330.87
1973,7,1973-07-01,1973.5420000000001,,trend,330.05
1973,8,1973-08-01,1973.625,,average,329.31
1973,8,1973-08-01,1973.625,,interpolated,329.31
1973,8,1973-08-01,1973.625,,trend,330.42
1973,9,1973-09-01,1973.7079999999999,,average,327.51
1973,9,1973-09-01,1973.7079999999999,,interpolated,327.51
1973,9,1973-09-01,1973.7079999999999,,trend,330.45
1973,10,1973-10-01,1973.7920000000001,,average,327.18
1973,10,1973-10-01,1973.7920000000001,,interpolated,327.18
1973,10,1973-10-01,1973.7920000000001,,trend,330.24
1973,11,1973-11-01,1973.875,,average,328.16
1973,11,1973-11-01,1973.875,,interpolated,328.16
1973,11,1973-11-01,1973.875,,trend,330.16
1973,12,1973-12-01,1973.9579999999999,,average,328.64
1973,12,1973-12-01,1973.9579999999999,,interpolated,328.64
1973,12,1973-12-01,1973.9579999999999,,trend,329.66
1974,1,1974-01-01,1974.0420000000001,,average,329.35
1974,1,1974-01-01,1974.0420000000001,,interpolated,329.35
1974,1,1974-01-01,1974.0420000000001,,trend,329.45
1974,2,1974-02-01,1974.125,,average,330.71
1974,2,1974-02-01,1974.125,,interpolated,330.71
1974,2,1974-02-01,1974.125,,trend,330.12
1974,3,1974-03-01,1974.2079999999999,,average,331.48
1974,3,1974-03-01,1974.2079999999999,,interpolated,331.48
1974,3,1974-03-01,1974.2079999999999,,trend,330.2
1974,4,1974-04-01,1974.2920000000001,,average,332.65
1974,4,1974-04-01,1974.2920000000001,,interpolated,332.65
1974,4,1974-04-01,1974.2920000000001,,trend,330.26
1974,5,1974-05-01,1974.375,14.0,average,333.2
1974,5,1974-05-01,1974.375,14.0,interpolated,333.2
1974,5,1974-05-01,1974.375,14.0,trend,330.28
1974,6,1974-06-01,1974.4579999999999,26.0,average,332.16
1974,6,1974-06-01,1974.4579999999999,26.0,interpolated,332.16
1974,6,1974-06-01,1974.4579999999999,26.0,trend,329.94
1974,7,1974-07-01,1974.5420000000001,24.0,average,331.07
1974,7,1974-07-01,1974.5420000000001,24.0,interpolated,331.07
1974,7,1974-07-01,1974.5420000000001,24.0,trend,330.23
1974,8,1974-08-01,1974.625,27.0,average,329.12
1974,8,1974-08-01,1974.625,27.0,interpolated,329.12
1974,8,1974-08-01,1974.625,27.0,trend,330.26
1974,9,1974-09-01,1974.7079999999999,24.0,average,327.32
1974,9,1974-09-01,1974.7079999999999,24.0,interpolated,327.32
1974,9,1974-09-01,1974.7079999999999,24.0,trend,330.28
1974,10,1974-10-01,1974.7920000000001,24.0,average,327.28
1974,10,1974-10-01,1974.7920000000001,24.0,interpolated,327.28
1974,10,1974-10-01,1974.7920000000001,24.0,trend,330.36
1974,11,1974-11-01,1974.875,27.0,average,328.3
1974,11,1974-11-01,1974.875,27.0,interpolated,328.3
1974,11,1974-11-01,1974.875,27.0,trend,330.28
1974,12,1974-12-01,1974.9579999999999,28.0,average,329.58
1974,12,1974-12-01,1974.9579999999999,28.0,interpolated,329.58
1974,12,1974-12-01,1974.9579999999999,28.0,trend,330.55
1975,1,1975-01-01,1975.0420000000001,29.0,average,330.73
1975,1,1975-01-01,1975.0420000000001,29.0,interpolated,330.73
1975,1,1975-01-01,1975.0420000000001,29.0,trend,330.89
1975,2,1975-02-01,1975.125,26.0,average,331.46
1975,2,1975-02-01,1975.125,26.0,interpolated,331.46
1975,2,1975-02-01,1975.125,26.0,trend,330.93
1975,3,1975-03-01,1975.2079999999999,18.0,average,331.9
1975,3,1975-03-01,1975.2079999999999,18.0,interpolated,331.9
1975,3,1975-03-01,1975.2079999999999,18.0,trend,330.54
1975,4,1975-04-01,1975.2920000000001,25.0,average,333.17
1975,4,1975-04-01,1975.2920000000001,25.0,interpolated,333.17
1975,4,1975-04-01,1975.2920000000001,25.0,trend,330.67
1975,5,1975-05-01,1975.375,28.0,average,333.94
1975,5,1975-05-01,1975.375,28.0,interpolated,333.94
1975,5,1975-05-01,1975.375,28.0,trend,330.98
1975,6,1975-06-01,1975.4579999999999,26.0,average,333.45
1975,6,1975-06-01,1975.4579999999999,26.0,interpolated,333.45
1975,6,1975-06-01,1975.4579999999999,26.0,trend,331.2
1975,7,1975-07-01,1975.5420000000001,24.0,average,331.98
1975,7,1975-07-01,1975.5420000000001,24.0,interpolated,331.98
1975,7,1975-07-01,1975.5420000000001,24.0,trend,331.12
1975,8,1975-08-01,1975.625,24.0,average,329.95
1975,8,1975-08-01,1975.625,24.0,interpolated,329.95
1975,8,1975-08-01,1975.625,24.0,trend,331.11
1975,9,1975-09-01,1975.7079999999999,23.0,average,328.5
1975,9,1975-09-01,1975.7079999999999,23.0,interpolated,328.5
1975,9,1975-09-01,1975.7079999999999,23.0,trend,331.48
1975,10,1975-10-01,1975.7920000000001,12.0,average,328.34
1975,10,1975-10-01,1975.7920000000001,12.0,interpolated,328.34
1975,10,1975-10-01,1975.7920000000001,12.0,trend,331.46
1975,11,1975-11-01,1975.875,19.0,average,329.37
1975,11,1975-11-01,1975.875,19.0,interpolated,329.37
1975,11,1975-11-01,1975.875,19.0,trend,331.41
1975,12,1975-12-01,1975.9579999999999,0.0,average,
1975,12,1975-12-01,1975.9579999999999,0.0,interpolated,330.59
1975,12,1975-12-01,1975.9579999999999,0.0,trend,331.6
1976,1,1976-01-01,1976.0420000000001,20.0,average,331.59
1976,1,1976-01-01,1976.0420000000001,20.0,interpolated,331.59
1976,1,1976-01-01,1976.0420000000001,20.0,trend,331.79
1976,2,1976-02-01,1976.125,22.0,average,332.75
1976,2,1976-02-01,1976.125,22.0,interpolated,332.75
1976,2,1976-02-01,1976.125,22.0,trend,332.2
1976,3,1976-03-01,1976.2079999999999,20.0,average,333.52
1976,3,1976-03-01,1976.2079999999999,20.0,interpolated,333.52
1976,3,1976-03-01,1976.2079999999999,20.0,trend,332.05
1976,4,1976-04-01,1976.2920000000001,19.0,average,334.64
1976,4,1976-04-01,1976.2920000000001,19.0,interpolated,334.64
1976,4,1976-04-01,1976.2920000000001,19.0,trend,332.13
1976,5,1976-05-01,1976.375,22.0,average,334.77
1976,5,1976-05-01,1976.375,22.0,interpolated,334.77
1976,5,1976-05-01,1976.375,22.0,trend,331.84
1976,6,1976-06-01,1976.4579999999999,17.0,average,334.0
1976,6,1976-06-01,1976.4579999999999,17.0,interpolated,334.0
1976,6,1976-06-01,1976.4579999999999,17.0,trend,331.65
1976,7,1976-07-01,1976.5420000000001,16.0,average,333.06
1976,7,1976-07-01,1976.5420000000001,16.0,interpolated,333.06
1976,7,1976-07-01,1976.5420000000001,16.0,trend,332.14
1976,8,1976-08-01,1976.625,23.0,average,330.68
1976,8,1976-08-01,1976.625,23.0,interpolated,330.68
1976,8,1976-08-01,1976.625,23.0,trend,331.88
1976,9,1976-09-01,1976.7079999999999,13.0,average,328.95
1976,9,1976-09-01,1976.7079999999999,13.0,interpolated,328.95
1976,9,1976-09-01,1976.7079999999999,13.0,trend,331.94
1976,10,1976-10-01,1976.7920000000001,20.0,average,328.75
1976,10,1976-10-01,1976.7920000000001,20.0,interpolated,328.75
1976,10,1976-10-01,1976.7920000000001,20.0,trend,331.92
1976,11,1976-11-01,1976.875,25.0,average,330.15
1976,11,1976-11-01,1976.875,25.0,interpolated,330.15
1976,11,1976-11-01,1976.875,25.0,trend,332.29
1976,12,1976-12-01,1976.9579999999999,20.0,average,331.62
1976,12,1976-12-01,1976.9579999999999,20.0,interpolated,331.62
1976,12,1976-12-01,1976.9579999999999,20.0,trend,332.66
1977,1,1977-01-01,1977.0420000000001,24.0,average,332.66
1977,1,1977-01-01,1977.0420000000001,24.0,interpolated,332.66
1977,1,1977-01-01,1977.0420000000001,24.0,trend,332.76
1977,2,1977-02-01,1977.125,19.0,average,333.13
1977,2,1977-02-01,1977.125,19.0,interpolated,333.13
1977,2,1977-02-01,1977.125,19.0,trend,332.51
1977,3,1977-03-01,1977.2079999999999,23.0,average,334.95
1977,3,1977-03-01,1977.2079999999999,23.0,interpolated,334.95
1977,3,1977-03-01,1977.2079999999999,23.0,trend,333.35
1977,4,1977-04-01,1977.2920000000001,21.0,average,336.13
1977,4,1977-04-01,1977.2920000000001,21.0,interpolated,336.13
1977,4,1977-04-01,1977.2920000000001,21.0,trend,333.51
1977,5,1977-05-01,1977.375,20.0,average,336.93
1977,5,1977-05-01,1977.375,20.0,interpolated,336.93
1977,5,1977-05-01,1977.375,20.0,trend,333.98
1977,6,1977-06-01,1977.4579999999999,22.0,average,336.16
1977,6,1977-06-01,1977.4579999999999,22.0,interpolated,336.16
1977,6,1977-06-01,1977.4579999999999,22.0,trend,333.8
1977,7,1977-07-01,1977.5420000000001,21.0,average,334.88
1977,7,1977-07-01,1977.5420000000001,21.0,interpolated,334.88
1977,7,1977-07-01,1977.5420000000001,21.0,trend,334.02
1977,8,1977-08-01,1977.625,18.0,average,332.56
1977,8,1977-08-01,1977.625,18.0,interpolated,332.56
1977,8,1977-08-01,1977.625,18.0,trend,333.91
1977,9,1977-09-01,1977.7079999999999,19.0,average,331.29
1977,9,1977-09-01,1977.7079999999999,19.0,interpolated,331.29
1977,9,1977-09-01,1977.7079999999999,19.0,trend,334.36
1977,10,1977-10-01,1977.7920000000001,23.0,average,331.27
1977,10,1977-10-01,1977.7920000000001,23.0,interpolated,331.27
1977,10,1977-10-01,1977.7920000000001,23.0,trend,334.52
1977,11,1977-11-01,1977.875,21.0,average,332.41
1977,11,1977-11-01,1977.875,21.0,interpolated,332.41
1977,11,1977-11-01,1977.875,21.0,trend,334.64
1977,12,1977-12-01,1977.9579999999999,26.0,average,333.6
1977,12,1977-12-01,1977.9579999999999,26.0,interpolated,333.6
1977,12,1977-12-01,1977.9579999999999,26.0,trend,334.61
1978,1,1978-01-01,1978.0420000000001,22.0,average,334.95
1978,1,1978-01-01,1978.0420000000001,22.0,interpolated,334.95
1978,1,1978-01-01,1978.0420000000001,22.0,trend,335.01
1978,2,1978-02-01,1978.125,25.0,average,335.25
1978,2,1978-02-01,1978.125,25.0,interpolated,335.25
1978,2,1978-02-01,1978.125,25.0,trend,334.58
1978,3,1978-03-01,1978.2079999999999,28.0,average,336.66
1978,3,1978-03-01,1978.2079999999999,28.0,interpolated,336.66
1978,3,1978-03-01,1978.2079999999999,28.0,trend,335.0
1978,4,1978-04-01,1978.2920000000001,18.0,average,337.69
1978,4,1978-04-01,1978.2920000000001,18.0,interpolated,337.69
1978,4,1978-04-01,1978.2920000000001,18.0,trend,335.06
1978,5,1978-05-01,1978.375,26.0,average,338.03
1978,5,1978-05-01,1978.375,26.0,interpolated,338.03
1978,5,1978-05-01,1978.375,26.0,trend,335.06
1978,6,1978-06-01,1978.4579999999999,17.0,average,338.01
1978,6,1978-06-01,1978.4579999999999,17.0,interpolated,338.01
1978,6,1978-06-01,1978.4579999999999,17.0,trend,335.59
1978,7,1978-07-01,1978.5420000000001,22.0,average,336.41
1978,7,1978-07-01,1978.5420000000001,22.0,interpolated,336.41
1978,7,1978-07-01,1978.5420000000001,22.0,trend,335.57
1978,8,1978-08-01,1978.625,19.0,average,334.41
1978,8,1978-08-01,1978.625,19.0,interpolated,334.41
1978,8,1978-08-01,1978.625,19.0,trend,335.87
1978,9,1978-09-01,1978.7079999999999,17.0,average,332.37
1978,9,1978-09-01,1978.7079999999999,17.0,interpolated,332.37
1978,9,1978-09-01,1978.7079999999999,17.0,trend,335.51
1978,10,1978-10-01,1978.7920000000001,23.0,average,332.41
1978,10,1978-10-01,1978.7920000000001,23.0,interpolated,332.41
1978,10,1978-10-01,1978.7920000000001,23.0,trend,335.68
1978,11,1978-11-01,1978.875,24.0,average,333.75
1978,11,1978-11-01,1978.875,24.0,interpolated,333.75
1978,11,1978-11-01,1978.875,24.0,trend,335.99
1978,12,1978-12-01,1978.9579999999999,27.0,average,334.9
1978,12,1978-12-01,1978.9579999999999,27.0,interpolated,334.9
1978,12,1978-12-01,1978.9579999999999,27.0,trend,335.88
1979,1,1979-01-01,1979.0420000000001,27.0,average,336.14
1979,1,1979-01-01,1979.0420000000001,27.0,interpolated,336.14
1979,1,1979-01-01,1979.0420000000001,27.0,trend,336.22
1979,2,1979-02-01,1979.125,26.0,average,336.69
1979,2,1979-02-01,1979.125,26.0,interpolated,336.69
1979,2,1979-02-01,1979.125,26.0,trend,336.01
1979,3,1979-03-01,1979.2079999999999,21.0,average,338.27
1979,3,1979-03-01,1979.2079999999999,21.0,interpolated,338.27
1979,3,1979-03-01,1979.2079999999999,21.0,trend,336.54
1979,4,1979-04-01,1979.2920000000001,21.0,average,338.96
1979,4,1979-04-01,1979.2920000000001,21.0,interpolated,338.96
1979,4,1979-04-01,1979.2920000000001,21.0,trend,336.24
1979,5,1979-05-01,1979.375,12.0,average,339.21
1979,5,1979-05-01,1979.375,12.0,interpolated,339.21
1979,5,1979-05-01,1979.375,12.0,trend,336.21
1979,6,1979-06-01,1979.4579999999999,19.0,average,339.26
1979,6,1979-06-01,1979.4579999999999,19.0,interpolated,339.26
1979,6,1979-06-01,1979.4579999999999,19.0,trend,336.84
1979,7,1979-07-01,1979.5420000000001,26.0,average,337.54
1979,7,1979-07-01,1979.5420000000001,26.0,interpolated,337.54
1979,7,1979-07-01,1979.5420000000001,26.0,trend,336.72
1979,8,1979-08-01,1979.625,23.0,average,335.75
1979,8,1979-08-01,1979.625,23.0,interpolated,335.75
1979,8,1979-08-01,1979.625,23.0,trend,337.24
1979,9,1979-09-01,1979.7079999999999,19.0,average,333.98
1979,9,1979-09-01,1979.7079999999999,19.0,interpolated,333.98
1979,9,1979-09-01,1979.7079999999999,19.0,trend,337.2
1979,10,1979-10-01,1979.7920000000001,24.0,average,334.19
1979,10,1979-10-01,1979.7920000000001,24.0,interpolated,334.19
1979,10,1979-10-01,1979.7920000000001,24.0,trend,337.53
1979,11,1979-11-01,1979.875,27.0,average,335.31
1979,11,1979-11-01,1979.875,27.0,interpolated,335.31
1979,11,1979-11-01,1979.875,27.0,trend,337.57
1979,12,1979-12-01,1979.9579999999999,22.0,average,336.81
1979,12,1979-12-01,1979.9579999999999,22.0,interpolated,336.81
1979,12,1979-12-01,1979.9579999999999,22.0,trend,337.79
1980,1,1980-01-01,1980.0420000000001,29.0,average,337.9
1980,1,1980-01-01,1980.0420000000001,29.0,interpolated,337.9
1980,1,1980-01-01,1980.0420000000001,29.0,trend,338.09
1980,2,1980-02-01,1980.125,26.0,average,338.34
1980,2,1980-02-01,1980.125,26.0,interpolated,338.34
1980,2,1980-02-01,1980.125,26.0,trend,337.82
1980,3,1980-03-01,1980.2079999999999,25.0,average,340.01
1980,3,1980-03-01,1980.2079999999999,25.0,interpolated,340.01
1980,3,1980-03-01,1980.2079999999999,25.0,trend,338.43
1980,4,1980-04-01,1980.2920000000001,24.0,average,340.93
1980,4,1980-04-01,1980.2920000000001,24.0,interpolated,340.93
1980,4,1980-04-01,1980.2920000000001,24.0,trend,338.3
1980,5,1980-05-01,1980.375,25.0,average,341.48
1980,5,1980-05-01,1980.375,25.0,interpolated,341.48
1980,5,1980-05-01,1980.375,25.0,trend,338.43
1980,6,1980-06-01,1980.4579999999999,22.0,average,341.33
1980,6,1980-06-01,1980.4579999999999,22.0,interpolated,341.33
1980,6,1980-06-01,1980.4579999999999,22.0,trend,338.84
1980,7,1980-07-01,1980.5420000000001,21.0,average,339.4
1980,7,1980-07-01,1980.5420000000001,21.0,interpolated,339.4
1980,7,1980-07-01,1980.5420000000001,21.0,trend,338.54
1980,8,1980-08-01,1980.625,17.0,average,337.7
1980,8,1980-08-01,1980.625,17.0,interpolated,337.7
1980,8,1980-08-01,1980.625,17.0,trend,339.12
1980,9,1980-09-01,1980.7079999999999,17.0,average,336.19
1980,9,1980-09-01,1980.7079999999999,17.0,interpolated,336.19
1980,9,1980-09-01,1980.7079999999999,17.0,trend,339.33
1980,10,1980-10-01,1980.7920000000001,25.0,average,336.15
1980,10,1980-10-01,1980.7920000000001,25.0,interpolated,336.15
1980,10,1980-10-01,1980.7920000000001,25.0,trend,339.42
1980,11,1980-11-01,1980.875,24.0,average,337.27
1980,11,1980-11-01,1980.875,24.0,interpolated,337.27
1980,11,1980-11-01,1980.875,24.0,trend,339.42
1980,12,1980-12-01,1980.9579999999999,19.0,average,338.32
1980,12,1980-12-01,1980.9579999999999,19.0,interpolated,338.32
1980,12,1980-12-01,1980.9579999999999,19.0,trend,339.26
1981,1,1981-01-01,1981.0420000000001,28.0,average,339.29
1981,1,1981-01-01,1981.0420000000001,28.0,interpolated,339.29
1981,1,1981-01-01,1981.0420000000001,28.0,trend,339.38
1981,2,1981-02-01,1981.125,25.0,average,340.55
1981,2,1981-02-01,1981.125,25.0,interpolated,340.55
1981,2,1981-02-01,1981.125,25.0,trend,339.93
1981,3,1981-03-01,1981.2079999999999,25.0,average,341.61
1981,3,1981-03-01,1981.2079999999999,25.0,interpolated,341.61
1981,3,1981-03-01,1981.2079999999999,25.0,trend,340.06
1981,4,1981-04-01,1981.2920000000001,24.0,average,342.53
1981,4,1981-04-01,1981.2920000000001,24.0,interpolated,342.53
1981,4,1981-04-01,1981.2920000000001,24.0,trend,339.94
1981,5,1981-05-01,1981.375,30.0,average,343.04
1981,5,1981-05-01,1981.375,30.0,interpolated,343.04
1981,5,1981-05-01,1981.375,30.0,trend,339.98
1981,6,1981-06-01,1981.4579999999999,25.0,average,342.54
1981,6,1981-06-01,1981.4579999999999,25.0,interpolated,342.54
1981,6,1981-06-01,1981.4579999999999,25.0,trend,340.07
1981,7,1981-07-01,1981.5420000000001,24.0,average,340.78
1981,7,1981-07-01,1981.5420000000001,24.0,interpolated,340.78
1981,7,1981-07-01,1981.5420000000001,24.0,trend,339.92
1981,8,1981-08-01,1981.625,26.0,average,338.44
1981,8,1981-08-01,1981.625,26.0,interpolated,338.44
1981,8,1981-08-01,1981.625,26.0,trend,339.86
1981,9,1981-09-01,1981.7079999999999,27.0,average,336.95
1981,9,1981-09-01,1981.7079999999999,27.0,interpolated,336.95
1981,9,1981-09-01,1981.7079999999999,27.0,trend,340.17
1981,10,1981-10-01,1981.7920000000001,28.0,average,337.08
1981,10,1981-10-01,1981.7920000000001,28.0,interpolated,337.08
1981,10,1981-10-01,1981.7920000000001,28.0,trend,340.43
1981,11,1981-11-01,1981.875,25.0,average,338.58
1981,11,1981-11-01,1981.875,25.0,interpolated,338.58
1981,11,1981-11-01,1981.875,25.0,trend,340.74
1981,12,1981-12-01,1981.9579999999999,19.0,average,339.88
1981,12,1981-12-01,1981.9579999999999,19.0,interpolated,339.88
1981,12,1981-12-01,1981.9579999999999,19.0,trend,340.79
1982,1,1982-01-01,1982.0420000000001,27.0,average,340.96
1982,1,1982-01-01,1982.0420000000001,27.0,interpolated,340.96
1982,1,1982-01-01,1982.0420000000001,27.0,trend,341.1
1982,2,1982-02-01,1982.125,23.0,average,341.73
1982,2,1982-02-01,1982.125,23.0,interpolated,341.73
1982,2,1982-02-01,1982.125,23.0,trend,341.1
1982,3,1982-03-01,1982.2079999999999,18.0,average,342.82
1982,3,1982-03-01,1982.2079999999999,18.0,interpolated,342.82
1982,3,1982-03-01,1982.2079999999999,18.0,trend,341.21
1982,4,1982-04-01,1982.2920000000001,8.0,average,343.97
1982,4,1982-04-01,1982.2920000000001,8.0,interpolated,343.97
1982,4,1982-04-01,1982.2920000000001,8.0,trend,341.37
1982,5,1982-05-01,1982.375,26.0,average,344.63
1982,5,1982-05-01,1982.375,26.0,interpolated,344.63
1982,5,1982-05-01,1982.375,26.0,trend,341.56
1982,6,1982-06-01,1982.4579999999999,26.0,average,343.79
1982,6,1982-06-01,1982.4579999999999,26.0,interpolated,343.79
1982,6,1982-06-01,1982.4579999999999,26.0,trend,341.35
1982,7,1982-07-01,1982.5420000000001,28.0,average,342.32
1982,7,1982-07-01,1982.5420000000001,28.0,interpolated,342.32
1982,7,1982-07-01,1982.5420000000001,28.0,trend,341.55
1982,8,1982-08-01,1982.625,24.0,average,340.09
1982,8,1982-08-01,1982.625,24.0,interpolated,340.09
1982,8,1982-08-01,1982.625,24.0,trend,341.51
1982,9,1982-09-01,1982.7079999999999,21.0,average,338.28
1982,9,1982-09-01,1982.7079999999999,21.0,interpolated,338.28
1982,9,1982-09-01,1982.7079999999999,21.0,trend,341.47
1982,10,1982-10-01,1982.7920000000001,26.0,average,338.29
1982,10,1982-10-01,1982.7920000000001,26.0,interpolated,338.29
1982,10,1982-10-01,1982.7920000000001,26.0,trend,341.65
1982,11,1982-11-01,1982.875,25.0,average,339.6
1982,11,1982-11-01,1982.875,25.0,interpolated,339.6
1982,11,1982-11-01,1982.875,25.0,trend,341.73
1982,12,1982-12-01,1982.9579999999999,26.0,average,340.9
1982,12,1982-12-01,1982.9579999999999,26.0,interpolated,340.9
1982,12,1982-12-01,1982.9579999999999,26.0,trend,341.79
1983,1,1983-01-01,1983.0420000000001,28.0,average,341.68
1983,1,1983-01-01,1983.0420000000001,28.0,interpolated,341.68
1983,1,1983-01-01,1983.0420000000001,28.0,trend,341.84
1983,2,1983-02-01,1983.125,24.0,average,342.9
1983,2,1983-02-01,1983.125,24.0,interpolated,342.9
1983,2,1983-02-01,1983.125,24.0,trend,342.32
1983,3,1983-03-01,1983.2079999999999,26.0,average,343.33
1983,3,1983-03-01,1983.2079999999999,26.0,interpolated,343.33
1983,3,1983-03-01,1983.2079999999999,26.0,trend,341.82
1983,4,1983-04-01,1983.2920000000001,24.0,average,345.25
1983,4,1983-04-01,1983.2920000000001,24.0,interpolated,345.25
1983,4,1983-04-01,1983.2920000000001,24.0,trend,342.66
1983,5,1983-05-01,1983.375,28.0,average,346.03
1983,5,1983-05-01,1983.375,28.0,interpolated,346.03
1983,5,1983-05-01,1983.375,28.0,trend,342.87
1983,6,1983-06-01,1983.4579999999999,20.0,average,345.63
1983,6,1983-06-01,1983.4579999999999,20.0,interpolated,345.63
1983,6,1983-06-01,1983.4579999999999,20.0,trend,343.15
1983,7,1983-07-01,1983.5420000000001,20.0,average,344.19
1983,7,1983-07-01,1983.5420000000001,20.0,interpolated,344.19
1983,7,1983-07-01,1983.5420000000001,20.0,trend,343.44
1983,8,1983-08-01,1983.625,16.0,average,342.27
1983,8,1983-08-01,1983.625,16.0,interpolated,342.27
1983,8,1983-08-01,1983.625,16.0,trend,343.66
1983,9,1983-09-01,1983.7079999999999,15.0,average,340.35
1983,9,1983-09-01,1983.7079999999999,15.0,interpolated,340.35
1983,9,1983-09-01,1983.7079999999999,15.0,trend,343.49
1983,10,1983-10-01,1983.7920000000001,20.0,average,340.38
1983,10,1983-10-01,1983.7920000000001,20.0,interpolated,340.38
1983,10,1983-10-01,1983.7920000000001,20.0,trend,343.72
1983,11,1983-11-01,1983.875,26.0,average,341.59
1983,11,1983-11-01,1983.875,26.0,interpolated,341.59
1983,11,1983-11-01,1983.875,26.0,trend,343.71
1983,12,1983-12-01,1983.9579999999999,19.0,average,343.05
1983,12,1983-12-01,1983.9579999999999,19.0,interpolated,343.05
1983,12,1983-12-01,1983.9579999999999,19.0,trend,343.96
1984,1,1984-01-01,1984.0420000000001,23.0,average,344.1
1984,1,1984-01-01,1984.0420000000001,23.0,interpolated,344.1
1984,1,1984-01-01,1984.0420000000001,23.0,trend,344.2
1984,2,1984-02-01,1984.125,23.0,average,344.79
1984,2,1984-02-01,1984.125,23.0,interpolated,344.79
1984,2,1984-02-01,1984.125,23.0,trend,344.22
1984,3,1984-03-01,1984.2079999999999,19.0,average,345.52
1984,3,1984-03-01,1984.2079999999999,19.0,interpolated,345.52
1984,3,1984-03-01,1984.2079999999999,19.0,trend,344.09
1984,4,1984-04-01,1984.2920000000001,2.0,average,
1984,4,1984-04-01,1984.2920000000001,2.0,interpolated,346.84
1984,4,1984-04-01,1984.2920000000001,2.0,trend,344.27
1984,5,1984-05-01,1984.375,21.0,average,347.63
1984,5,1984-05-01,1984.375,21.0,interpolated,347.63
1984,5,1984-05-01,1984.375,21.0,trend,344.45
1984,6,1984-06-01,1984.4579999999999,21.0,average,346.97
1984,6,1984-06-01,1984.4579999999999,21.0,interpolated,346.97
1984,6,1984-06-01,1984.4579999999999,21.0,trend,344.51
1984,7,1984-07-01,1984.5420000000001,21.0,average,345.53
